comment,original,translation
ch02.xml:402,"<blockquote> <para><emphasis>To create a full-text indexer and search engine with a rich API, for use by programmers in providing search services for large collections of text files.</emphasis></para> </blockquote> <para>The features and requirements list would give the details, clarifying the mission statement's scope:</para> <blockquote> <para><emphasis>Features:</emphasis></para> <itemizedlist> <listitem><para><emphasis>Searches plain text, HTML, and XML</emphasis></para> </listitem> <listitem><para><emphasis>Word or phrase searching</emphasis></para> </listitem> <listitem><para><emphasis>(planned) Fuzzy matching</emphasis></para> </listitem> <listitem><para><emphasis>(planned) Incremental updating of indexes</emphasis></para> </listitem> <listitem><para><emphasis>(planned) Indexing of remote web sites</emphasis></para> </listitem> </itemizedlist> <para><emphasis>Requirements:</emphasis></para> <itemizedlist> <listitem><para><emphasis>Python 2.2 or higher</emphasis></para> </listitem> <listitem><para><emphasis>Enough disk space to hold the indexes (approximately 2x original data size)</emphasis></para> </listitem> </itemizedlist> </blockquote>","<blockquote> <para><emphasis>Crear un completo indexador de texto e motor de busca cunha API usable por programadores, que permita suministrar servizos de busca para grandes coleccións de ficheiros.</emphasis></para> </blockquote> <para>A lista de funcionalidades e requerementos daría os detalles, restrinxindo o ámbito da declaración de obxectivos:</para> <blockquote> <para><emphasis>Funcionalidades:</emphasis></para> <itemizedlist> <listitem><para><emphasis>Buscas en texto plano, HTML, e XML</emphasis></para> </listitem> <listitem><para><emphasis>Busca de palabras ou frases</emphasis></para> </listitem> <listitem><para><emphasis>(planeada) Coincidencias aproximadas (Fuzzy matching)</emphasis></para> </listitem> <listitem><para><emphasis>(planeada) Actualziación incremental de índices</emphasis></para> </listitem> <listitem><para><emphasis>(planeada) Indexación de sitios webs remotos</emphasis></para> </listitem> </itemizedlist> <para><emphasis>Requerementos:</emphasis></para> <itemizedlist> <listitem><para><emphasis>Python 2.2 ou superior</emphasis></para> </listitem> <listitem><para><emphasis>Espacio en disco suficiente para almacenar os índices (aproximadamente 2x o tamaño orixinal do conxunto de datos)</emphasis></para> </listitem> </itemizedlist> </blockquote>"
ch02.xml:440,"With this information, readers can quickly get a feel for whether this software has any hope of working for them, and they can consider getting involved as developers too.","Con esta información, os lectores poden ter unha idea de si este programa é o que necesitan e valorar a súa implicación no proxecto como desenvolvedores."
ch02.xml:448,Development Status,Estado do desenvolvemento
ch02.xml:450,"People always want to know how a project is doing. For new projects, they want to know the gap between the project's promise and current reality. For mature projects, they want to know how actively it is maintained, how often it puts out new releases, how responsive it is likely to be to bug reports, etc.","Á xente gústalle saber cómo está evoluíndo un proxecto. Para proxectos novos, desexan saber a distancia existentes entre as palabras e a realidade. Para proxectos maduros, desexan saber cómo de activo é o mantemento, con qué frecuencia se publican novas versións, cómo de receptivo é o proxecto para recibir bugs, etc"
ch02.xml:456,"To answer these questions, you should provide a development status page, listing the project's near-term goals and needs (for example, it might be looking for developers with a particular kind of expertise). The page can also give a history of past releases, with feature lists, so visitors can get an idea of how the project defines ""progress"" and how quickly it makes progress according to that definition.","Para responder a estas cuestións, deberías unha sección da web para desenvolvedores, listando os obxectivos a corto plazo do proxecto e as necesidades (por exemplo, si se están buscando desenvolvedores expertos nun tema en particular). A páxina pode tamén mostrar as anteriores publicacións do programa con listas de funcionalidades, de cara a que os visitantes poidan ter unha idea de cómo se define ""progreso"" neste proxecto e cómo de rápido se avanza dacordo a esa definición."
ch02.xml:464,"Don't be afraid of looking unready, and don't give in to the temptation to hype the development status. Everyone knows that software evolves by stages; there's no shame in saying ""This is alpha software with known bugs. It runs, and works at least some of the time, but use at your own risk."" Such language won't scare away the kinds of developers you need at that stage. As for users, one of the worst things a project can do is attract users before the software is ready for them. A reputation for instability or bugginess is very hard to shake, once acquired. Conservativism pays off in the long run; it's always better for the software to be <emphasis>more</emphasis> stable than the user expected than less, and pleasant surprises produce the best kind of word-of-mouth.","Non te preocupes por parecer que das a sensación de non estar preparado,  e non caias na tentación de inflar o estado do desenvolvemento. Todo o mundo sabe que o software evolúe por etapas; non hai que avergonzarse por dicir ""Esto é un programa en estado alpha con erros coñecidos. Funciona algunhas veces, polo que úsao baixo a túa propia responsabilidade"". Este tipo de linguaxe non asustará ó tipo de desenvolvedor que precisas nese momento. Por outra banda, de cara ó usuario, unha das peores cousas que pode facer un proxecto é atraer a usuarios antes de que o programa esté listo para eles. Unha mala reputación en canto a estabilidade e erros é difícil de eliminar, unha vez adquirida. Ser conservador vale a pena a longo plazo; sempre é mellor que o software sexa <emphasis>máis</emphasis> estable do que o usuario espera, que o caso contrario. E sorpresas agradables producen o mellor boca a boca."
ch02.xml:478,Alpha and Beta,Alpha e Beta
ch02.xml:479,"The term <firstterm>alpha</firstterm> usually means a first release, with which users can get real work done and which has all the intended functionality, but which also has known bugs. The main purpose of alpha software is to generate feedback, so the developers know what to work on. The next stage, <firstterm>beta</firstterm>, means the software has had all the serious bugs fixed, but has not yet been tested enough to certify for release. The purpose of beta software is to either become the official release, assuming no bugs are found, or provide detailed feedback to the developers so they can reach the official release quickly. The difference between alpha and beta is very much a matter of judgement.","O termo <firstterm>alpha</firstterm> soe significar unha primeira publicación na cal os usuarios poden usalo e ten toda a funcionalidade esperada, pero tamén ten bugs coñecidos. A principal razón de publicar programas en alpha é generar feedback, de maneira que os desenvolvedores sepan onde concentrar o traballo. A seguinte etapa, <firstterm>beta</firstterm>, significa que o software ten todos os erros serios resoltos mais non está suficientemente probado para publicalo como estable. O propósito dos programas beta é convertirse nunha publicación estable, asumindo que non se atoparon erros, ou aportar feedback suficiente ós desenvolvedores para que se poida obter a estable rápidamente. A diferencia entre alpha e beta é unha cuestión de xuízo."
ch02.xml:496,Downloads,Descargas
ch02.xml:498,"The software should be downloadable as source code in standard formats. When a project is first getting started, binary (executable) packages are not necessary, unless the software has such complicated build requirements or dependencies that merely getting it to run would be a lot of work for most people. (But if this is the case, the project is going to have a hard time attracting developers anyway!)","O código fonte do programa debería poderse descargar en formatos estándar. Cando se lanza un proxecto, os arquivos binarios (executables) non son precisos a menos que o proxecto teña requerementos ou dependencias moi complexas de compilación que simplemente facelo funcionar sería un montón de traballo para a maioría da xente. (Mais si éste é o caso, o proxecto vai a telo complicado para atraer a desenvolvedores!)"
ch02.xml:506,"The distribution mechanism should be as convenient, standard, and low-overhead as possible. If you were trying to eradicate a disease, you wouldn't distribute the medicine in such a way that it requires a non-standard syringe size to administer. Likewise, software should conform to standard build and installation methods; the more it deviates from the standards, the more potential users and developers will give up and go away confused.","O mecanismo de distribución debería ser o máis estándar e sinxelo posible. Si estás intentando erradicar un virus, non distribuirías o medicamento de tal modo que requerise unha agulla especial para ser administrada. De igual modo, o software debería acomodarse a métodos de instalación e compilación estándar; canto máis se desvíe do estándar, máis usuarios e desenvolvedores se darán por vencidos e abandoarán o proxeco."
ch02.xml:514,"That sounds obvious, but many projects don't bother to standardize their installation procedures until very late in the game, telling themselves they can do it any time: <emphasis>""We'll sort all that stuff out when the code is closer to being ready.""</emphasis> What they don't realize is that by putting off the boring work of finishing the build and installation procedures, they are actually making the code take longer to get ready&mdash;because they discourage developers who might otherwise have contributed to the code. Most insidiously, they don't <emphasis>know</emphasis> they're losing all those developers, because the process is an accumulation of non-events: someone visits a web site, downloads the software, tries to build it, fails, gives up and goes away. Who will ever know it happened, except the person themselves? No one working on the project will realize that someone's interest and good will have been silently squandered.","Esto parece obvio, pero moitos proxectos non se molestan en estandarizar o proceso de instalación ata moi tarde, dicíndose a si mesmos que teñen tempo a facelo máis tarde: <emphasis>""Enfrontarémonos a esas cuestións cando o código esté casi listo.""</emphasis> Mais non se dan conta que deixando para o final os aburridos procesos de construción e instalación do código, están facendo que ó proxecto lle tome máis tempo estar listo&mdash; xa que desalentan a desenvolvedores que de outro modo poderían ter contribuido ó proxecto. O peor de todo é que <emphasis>non saben</emphasis> que están perdendo desenvolvedores, xa que o proceso é unha acumulación de non-eventos: alguén visita a web, descarga o proxecto, intenta constriur o programa, non o consegue, abandoa e baise. Quen saberá o que ocorreu excepto a mesma persoa? Ninguén do proxecto se dará conta de que o interese de alguén foi desaproveitado."
ch02.xml:530,"Boring work with a high payoff should always be done early, and significantly lowering the project's barrier to entry through good packaging brings a very high payoff.",Tarefas aburridas cun alto beneficio deberían ser sempre feitas en etapas tempranas. E baixar a barreira de entrada utilizando un bo sistema de paquetización brinda un gran beneficio.
ch02.xml:534,"When you release a downloadable package, it is vital that you give a unique version number to the release, so that people can compare any two releases and know which supersedes the other. A detailed discussion of version numbering can be found in <xref linkend=""release-numbering""/>, and the details of standardizing build and installation procedures are covered in <xref linkend=""packaging""/><phrase output=""printed"">, both in <xref linkend=""development-cycle""/></phrase>.","Cando se publica un paquete descargable, é vital asignar un número único de versión á publicación, para que a xente poida comprar as entre 2 diferentes publicacións e saber cal reemplaza a cal. Información detallada sobre a numeración de versións pode ser atopado en <xref linkend=""release-numbering""/>, e os detalles de estandarización dos procesos de construción e instalación son cubertos en <xref linkend=""packaging""/><phrase output=""printed"">, ambos en <xref linkend=""development-cycle""/></phrase>."
ch02.xml:547,Version Control and Bug Tracker Access,Control de versión e acceso ó Sistema de notificación de erros
ch02.xml:549,"Downloading source packages is fine for those who just want to install and use the software, but it's not enough for those who want to debug or add new features. Nightly source snapshots can help, but they're still not fine-grained enough for a thriving development community. People need real-time access to the latest sources, and the way to give them that is to use a version control system. The presence of anonymously accessible version controlled sources is a sign&mdash;to both users and developers&mdash;that this project is making an effort to give people what they need to participate. If you can't offer version control right away, then put up a sign saying you intend to set it up soon. Version control infrastructure is discussed in detail in <xref linkend=""vc""/><phrase output=""printed""> in <xref linkend=""technical-infrastructure""/></phrase>.","Descargar paquetes co código fonte é suficiente para aqueles que únicamente desexan instalar e usar o software, pero non o é para os que desexan depurar o código ou engadir novas funcionalidades. Capturas de código diarias poden axudar pero non son suficientes para unha comunidade de desenvolvedores saludable. A xente precisa acceso en tempo real ó código fonte, e o modo de darllo é usar un sistema de control de versións. A presencia de código fonte baixo control de versión accesible anónimamente é un signo, tanto para usuarios como desenvolvedores, de que o proxectos está facendo un esforzo por darlle á xente o que precisa para participar. Se non podes ofrecer control de versións neste momento, indica que estás montando a infraestrutura en breve. A infraestrutura de control de versións estúdiase en detalle en <xref linkend=""vc""/><phrase output=""printed""> dentro de <xref linkend=""technical-infrastructure""/></phrase>."
ch02.xml:563,"The same goes for the project's bug tracker. The importance of a bug tracking system lies not only in its usefulness to developers, but in what it signifies for project observers. For many people, an accessible bug database is one of the strongest signs that a project should be taken seriously. Furthermore, the higher the number of bugs in the database, the better the project looks. This might seem counterintuitive, but remember that the number of bugs recorded really depends on three things: the absolute number of bugs present in the software, the number of users using the software, and the convenience with which those users can register new bugs. Of these three factors, the latter two are more significant than the first. Any software of sufficient size and complexity has an essentially arbitrary number of bugs waiting to be discovered. The real question is, how well will the project do at recording and prioritizing those bugs? A project with a large and well-maintained bug database (meaning bugs are responded to promptly, duplicate bugs are unified, etc.) therefore makes a better impression than a project with no bug database, or a nearly empty database.","O mesmo é aplicable para o sistema de notificación de erros do proxecto. A importancia deste sistema non só reside na utilidade para os desenvolvedores, senón o que esto significa para a xente que ve o proxecto. Para moita xente, unha base de datos de erros accesible é un dos signos máis fortes de que o proxectos debe ser tomado en serio. Ademáis, cantos máis erros rexistrados mellor. Aínda que poida parecer contraintuitivo, é preciso recordar que o número de erros almacenado depende de 3 claves: o número absoluto de erros presentes no programa, o número de usuarios que o usan e a facilidades coa que os usuarios poden rexistrar os erros. Deses 3 factores, os últimos 2 son máis significativos que o primeiro. Calquera aplicación de tamaño e complexidades suficiente ten unha cantidade arbitraria de erros esperando para ser descubertos. A verdadeira cuestión é o ben que o proxecto almanece e priorice eses erros. Un proxectos cunha base de datos de erros grande e ben mantida (é dicir, os erros aténdense sen demoras, os duplicados son unificados, etc) da unha mellor impresión que un proxecto sen base de datos ou cunha case inexistente."
ch02.xml:582,"Of course, if your project is just getting started, then the bug database will contain very few bugs, and there's not much you can do about that. But if the status page emphasizes the project's youth, and if people looking at the bug database can see that most filings have taken place recently, they can extrapolate from that that the project still has a healthy <emphasis>rate</emphasis> of filings, and they will not be unduly alarmed by the low absolute number of bugs recorded.","Dende logo, si o proxecto acaba de comezar, a base de datos de erros conterá poucos, non hai moito que facer ó respecto. mais si a páxina do proxecto indica a súa xuventude e si a xente que usa a base de datos pode ver que a maioría dos erros foron notificados recentemente, é posible extrapolar que o proxecto ten ratio de rexistros saudable e os visitantes non se alarmarán polo baixo número total de erros rexistrados."
ch02.xml:591,"Note that bug trackers are often used to track not only software bugs, but enhancement requests, documentation changes, pending tasks, and more. The details of running a bug tracker are covered in <xref linkend=""bug-tracker""/><phrase output=""printed""> in <xref linkend=""technical-infrastructure""/></phrase>, so I won't go into them here. The important thing from a presentation point of view is just to <emphasis>have</emphasis> a bug tracker, and to make sure that fact is visible from the front page of the project.","É preciso sinalar que os sistemas de notificación de erros son habitualmente usados non só para manter un rexistro de erros no software, senón tamén para indicar peticións de funcionalidades, cambios na documentación, tarefas pendentes, etc. Os detalles sobre a xestión dun sistema de notificación de erros son cubertos en <xref linkend=""bug-tracker""/><phrase output=""printed""> dentro de <xref linkend=""technical-infrastructure""/></phrase>, polo que non entrarei en detalle aquí. Dende o punto de vista da presentación, a importancia radica en <emphasis>ter</emphasis> un sistema de notificación e asegurarse que é visible dende a páxina principal do proxecto."
ch02.xml:604,Communications Channels,Canles de comunicación
ch02.xml:606,"Visitors usually want to know how to reach the human beings involved with the project. Provide the addresses of mailing lists, chat rooms, and IRC channels, and any other forums where others involved with the software can be reached. Make it clear that you and the other authors of the project are subscribed to these mailing lists, so people see there's a way to give feedback that will reach the developers. Your presence on the lists does not imply a committment to answer all questions or implement all feature requests. In the long run, most users will probably never join the forums anyway, but they will be comforted to know that they <emphasis>could</emphasis> if they ever needed to.","Os visitantes da web usualmente desexan saber cómo porse en contato coa xente implicada no proxecto. Proporciona a dirección das roldas de correo, salas de chat, canles de IRC e calquera outro foro onde a comunidade interactúe. Deixa claro que tanto ti como outros participantes do proxecto estades suscritos a estas roldas de correo, para que a xente vexa que existe un modo de enviar feedback ós desenvolvedores. A presencia nas roldas de correo non implica a obligación de responder tódalas preguntas nin implementar todas las peticións de funcinoalidades. A longo plazo, moitos usuarios non se darán de alta nos foros, gustaralle saber que poderían si algunha vez o precisasen."
ch02.xml:618,"In the early stages of a project, there's no need to have separate user and developer forums. It's much better to have everyone involved with the software talking together, in one ""room."" Among early adopters, the distinction between developer and user is often fuzzy; to the extent that the distinction can be made, the ratio of developers to users is usually much higher in the early days of the project than later on. While you can't assume that every early adopter is a programmer who wants to hack on the software, you can assume that they are at least interested in following development discussions and in getting a sense of the project's direction.","En etapas tempranas do proxeto, non hai necesidade de ter foros separados para usuarios e desenvolvedores. É mellor ter a todo o mundo falando xuntos, nunha única sala. Entre os primeiros participantes do proxecto, a distinción entre usuario e desenvolvedor é confusa; mais si a distinción tivese que ser feita, o ratio entre desenvolvedores e usuarios é habitualmente máis alta no comezo. Aínda que non é posible asumir que cada precursor sexa un programador que desexa hackear o programa, é posible asumir que están polo menos interesados en seguir os debates sobre o desenvolvemento e obter unha visión de cara onde camiñá o proxecto."
ch02.xml:629,"As this chapter is only about getting a project started, it's enough merely to say that these communications forums need to exist. Later, in <xref linkend=""growth""/><phrase output=""printed""> in <xref linkend=""communications""/></phrase>, we'll examine where and how to set up such forums, the ways in which they might need moderation or other management, and how to separate user forums from developer forums, when the time comes, without creating an unbridgeable gulf.","Xa que este capítulo únicamente versa sobre cómo iniciar un proxecto, baste dicir que os foros de comunicacións teén que existir. Máis adiante, en <xref linkend=""growth""/><phrase output=""printed""> dentro de <xref linkend=""communications""/></phrase>, examinarase onde e cómo establecelos, os modos en que poden ser xestionados e moderados e cómo separar foros de usuarios de foros de desenvolvedores, cando sexa preciso, sen crear un abismo infranqueable."
ch02.xml:642,Developer Guidelines,Pautas de desenvolvemento
ch02.xml:644,"If someone is considering contributing to the project, she'll look for developer guidelines. Developer guidelines are not so much technical as social: they explain how the developers interact with each other and with the users, and ultimately how things get done.","Se alguén está pensando en contribuir a un proxecto, buscará as pautas de desenvolvemento. Estas pautas non son tanto técnicas como sociais: explican cómo os desenvolvedores interactúan entre sí e cos usuarios ou cómo se realizan as cousas."
ch02.xml:650,"This topic is covered in detail in <xref linkend=""written-rules""/><phrase output=""printed""> in <xref linkend=""social-infrastructure""/></phrase>, but the basic elements of developer guidelines are: <itemizedlist> <listitem><para>pointers to forums for interaction with other developers</para> </listitem> <listitem><para>instructions on how to report bugs and submit patches</para> </listitem> <listitem><para>some indication of <emphasis>how</emphasis> development is usually done&mdash;is the project a benevolent dictatorship, a democracy, or something else</para> </listitem> </itemizedlist> No pejorative sense is intended by ""dictatorship"", by the way. It's perfectly okay to run a tyranny where one particular developer has veto power over all changes. Many successful projects work this way. The important thing is that the project come right out and say so. A tyranny pretending to be a democracy will turn people off; a tyranny that says it's a tyranny will do fine as long as the tyrant is competent and trusted.","Este tema cúbrese en detalle en <xref linkend=""written-rules""/><phrase output=""printed""> dentro de <xref linkend=""social-infrastructure""/></phrase>, mais os elementos básicos das pautas de desenvolvemento son: <itemizedlist> <listitem><para>enlaces ós foros onde interactuar con outros desenvolvedores</listitem> <listitem><para>instruccións sobre cómo notificar erros e enviar parches</listitem> <listitem><para>indicacións sobre cómo o desenvolvemente se realiza habitualmente &mdash;é o proxecto unha dictadura benevolente? unha democracia? calquera outra cousa? </para> </listitem> </itemizedlist>. O temo ""dictadura"" non pretende ter sentido pexorativo. É perfectamente válido xestionar un proxecto como si de unha tiranía se tratase, onde único desenvolvedor teña poder de veto sobre todos os cambios. Moitos proxectos de éxito funcionan deste xeito. O importante é que o proxecto sexa consciente de iso e o comunique. Unha tiranía que pretenda ser unha democracia desalentará ás persoas a particiapr; unha tiranía que diga que é tal, funcionará ben sempre que sexa competente e de confianza."
ch02.xml:677,"See <ulink url=""http://svn.collab.net/repos/svn/trunk/www/hacking.html""></ulink> for an example of particularly thorough developer guidelines, or <ulink url=""http://www.openoffice.org/dev_docs/guidelines.html""></ulink> for broader guidelines that focus more on governance and the spirit of participation and less on technical matters.","Pódese obserar aquí <ulink url=""http://svn.collab.net/repos/svn/trunk/www/hacking.html""></ulink> un exemplo de pautas de desenvolvemento, ou <ulink url=""http://www.openoffice.org/dev_docs/guidelines.html""></ulink> para pautas máis enfocadas na gonvernanza e espírito de participación e menos en aspectos técnicos."
ch02.xml:683,"The separate issue of providing a programmer's introduction to the software is discussed in <xref linkend=""developer-documentation""/><phrase output=""printed""> later in this chapter</phrase>.","Proporcionar unha introdución á aplicación para o programador discutirase máis adiante neste mesmo capítulo<xref linkend=""developer-documentation""/><phrase output=""printed""></phrase>"
ch02.xml:692,Documentation,Documentación
ch02.xml:694,"Documentation is essential. There needs to be <emphasis>something</emphasis> for people to read, even if it's rudimentary and incomplete. This falls squarely into the ""drudgery"" category referred to earlier, and is often the first area where a new open source project falls down. Coming up with a mission statement and feature list, choosing a license, summarizing development status&mdash;these are all relatively small tasks, which can be definitively completed and usually need not be returned to once done. Documentation, on the other hand, is never really finished, which may be one reason people sometimes delay starting it at all.","A documentación é esencial. É preciso que exista<emphasis>algo</emphasis> que a xente poida ler, aínda que sexa rudimentario e incompleto. Esta tarefa cae de cheo na categoría ""drudgery"" antes citada e habitualmente é a primeiras das áreas nas que un proxecto de software libre fracasa. Ter unha declaración de intencións e lista de funcionalidades, elexir unha licencia, resumir o estado do desenvolvemento&mdash; son pequenas tarefas que polo xeral son realizadas e habitualmente non precisan ser revisadas unha vez feitas. Pola outra banda, a documentación é algo que nunca remata, o que pode ser unha das razóns polas que sempre se retrasa ou non se realiza."
ch02.xml:705,"The most insidious thing is that documentation's utility to those writing it is the reverse of its utility to those who will read it. The most important documentation for initial users is the basics: how to quickly set up the software, an overview of how it works, perhaps some guides to doing common tasks. Yet these are exactly the things the <emphasis>writers</emphasis> of the documentation know all too well&mdash;so well that it can be difficult for them to see things from the reader's point of view, and to laboriously spell out the steps that (to the writers) seem so obvious as to be unworthy of mention.","O máis insidioso da documentación é que a utilidade para quen o escribe é inversamente proporcional da utilidade para quen o lerá. A documentación máis importante para usuarios iniciais é o básico: cómo configura-la aplicación, unha introdución a cómo funciona e cecáis algunhas indicacións sobre cómo facer tarefas comúns. E xusto esas son as cousas que os <emphasis>escritores</emphasis> da documentación coñecen demasiado ben.&mdash; polo que pode ser difícil para eles poñerse no punto de vista do lector para listar os pasos que (para o escritor) parecen tan obvios que non vale a pena mencionar."
ch02.xml:716,"There's no magic solution to this problem. Someone just needs to sit down and write the stuff, and then run it by typical new users to test its quality. Use a simple, easy-to-edit format such as HTML, plain text, Texinfo, or some variant of XML&mdash;something that's convenient for lightweight, quick improvements on the spur of the moment. This is not only to remove any overhead that might impede the original writers from making incremental improvements, but also for those who join the project later and want to work on the documentation.","Non hai unha solución máxica a este problema. Alguén ten que sentarse e escribila para logo presentarllo a un usuario novato e comproba-la calidade. Usa un formato sinxelo, fácil de editar como HTML, texto plano, Texingo ou algunha variante do XML&mdash; algo que sexa conveniente para realizar rápidamente os cambios. Isto non é só unha política para eliminarlle ó escritor calquera traballo innecesario e facilitar as melloras incrementais, senón que tamén facilitará que aqueles que se unan máis tarde ó proxecto desexen traballar sobre a documentación."
ch02.xml:726,"One way to ensure basic initial documentation gets done is to limit its scope in advance. That way, writing it at least won't feel like an open-ended task. A good rule of thumb is that it should meet the following minimal criteria:","Un modo de asegurarse que a documetnación se fai é limitar o seu alcance por adiantado. Desta forma, escribila non parecerá unha tarefa sen fin. Unha boa regla xeral é seguir uns critorios mínimos:"
ch02.xml:732,Tell the reader clearly how much technical expertise they're expected to have.,Indicar ó lector claramente o nivel técnico que precisa ter.
ch02.xml:735,"Describe clearly and thoroughly how to set up the software, and somewhere near the beginning of the documentation, tell the user how to run some sort of diagnostic test or simple command to confirm that they've set things up correctly. Startup documentation is in some ways more important than actual usage documentation. The more effort someone has invested in installing and getting started with the software, the more persistent she'll be in figuring out advanced functionality that's not well-documented. When people abandon, they abandon early; therefore, it's the earliest stages, like installation, that need the most support.","Describir clara e extensivamente cómo configura-la aplicación e, nalgunha parte ó principio da documentación, indicar cómo executar algún tipo de proba ou comando que confirme que todo funciona correctamente. A documentación sobre cómo comezar é ás veces mais importante que a documentación de uso. Canto máis esforzo teña invertido unha persoa en instalar e ter funcionando a aplicación, máis persistente será en descubrir funcionalidades que non están ben documentadas. Cando a xente abandoa, abandoan ó comezo; por iso, son as etapas iniciais, como a instalación, as que precisan máis soporte."
ch02.xml:749,"Give one tutorial-style example of how to do a common task. Obviously, many examples for many tasks would be even better, but if time is limited, pick one task and walk through it thoroughly. Once someone sees that the software <emphasis>can</emphasis> be used for one thing, they'll start to explore what else it can do on their own&mdash;and, if you're lucky, start filling in the documentation themselves. Which brings us to the next point...","Dar un exemplo estilo tutorial sobre cómo levar a cabo unha tarefa común. Obviamente, cantos máis exemplos mellor, mais si o tempo é limitado, escolle unha e descríbea a fondo. Unha vez unha persoa vexa que a aplicación pode ser utilizada para unha cousa, comezará a explorar qué máis se pode facer;&mdash; e, si tes sorte, comezar a xerar documentación por el mesmo. O que nos leva ó seguinte punto."
ch02.xml:759,"Label the areas where the documentation is known to be incomplete. By showing the readers that you are aware of its deficiencies, you align yourself with their point of view. Your empathy reassures them that they don't face a struggle to convince the project of what's important. These labels needn't represent promises to fill in the gaps by any particular date &mdash;it's equally legitimate to treat them as open requests for volunteer help.","Indica qué áreas da documentación están incompletas. Mostrando ós lectores que te preocupas das deficiencias, estaste aliñando co seu punto de vista. A túa empatía dilles ós lectores que non terán que loitar por convencer ó proxecto do que é importante. Esas indicacións non teñen por que ser entendidas como algo a facer&mdash; senón que poden verse como tarefas abertas a voluntarios."
ch02.xml:771,"The last point is of wider importance, actually, and can be applied to the entire project, not just the documentation. An accurate accounting of known deficiencies is the norm in the open source world. You don't have to exaggerate the project's shortcomings, just identify them scrupulously and dispassionately when the context calls for it (whether in the documentation, in the bug tracking database, or on a mailing list discussion). No one will treat this as defeatism on the part of the project, nor as a commitment to solve the problems by a certain date, unless the project makes such a commitment explicitly. Since anyone who uses the software will discover the deficiencies for themselves, it's much better for them to be psychologically prepared&mdash;then the project will look like it has a solid knowledge of how it's doing.","O último punto é de maior importancia e pode ser aplicado ó proxecto completo, non únicamente á documentación. Unha detallada explicación das deficiencias do proxecto é a norma no mundo do software libre. Non esaxeres nos defectos do proxecto, únicamente identifícaos escrupulosa e desapaixoadamente cando sexa necesario (na documentación, na base de datos de erros ou na rolda de correo). Ninguén o verá como derrotismo nin como un compromiso para resolvelos no futuro, a menos que se faga esa promesa explícita. Xa que calquera que uso a aplicación descubrirá as deficiencias por si mismos, é mellor que estén psicolóxicamente preparados&mdash; entón o proxecto mostrará ter un sólido coñecemento de cómo está progresando."
ch02.xml:787,Maintaining a FAQ,Mantendo unha FAQ (Preguntas Frecuentes)
ch02.xml:789,"A <firstterm>FAQ</firstterm> (""Frequently Asked Questions"" document) can be one of the best investments a project makes in terms of educational payoff. FAQs are highly tuned to the questions users and developers actually ask&mdash;as opposed to the questions you might have <emphasis>expected</emphasis> them to ask&mdash;and therefore, a well-maintained FAQ tends to give those who consult it exactly what they're looking for. The FAQ is often the first place users look when they encounter a problem, often even in preference to the official manual, and it's probably the document in your project most likely to be linked to from other sites.","Unha <firsttem>FAQ</firsttem> (un documento de preguntas frecuentes) pode ser unha das mellores inversións que un proxecto faga en termos de documentación. As FAQs están altamente enfocadas ás preguntas que os usuarios e desenvolvedores preguntan de verdade&mdash; e que pode ser o oposto ás preguntas que ti <emphasis>esperabas</emphasis> que fixeran, así, unha FAQ detallada soe dar a esos que buscan a resposta exacta que estaban esperando. A FAQ é habitualmente o primeiro lugar onde os usuarios miran cando atopan un problema, incluso antes do manual oficial e é o documento do proxecto que probablemente máis se enlazará dende outros lugares."
ch02.xml:800,"Unfortunately, you cannot make the FAQ at the start of the project. Good FAQs are not written, they are grown. They are by definition reactive documents, evolving over time in response to people's day-to-day usage of the software. Since it's impossible to correctly anticipate the questions people will ask, it is impossible to sit down and write a useful FAQ from scratch.","Desafortunadamente, a FAQ non se pode realizar ó principio do proxecto. As boas FAQ non están escritas, crecen. Son documentos reactivos, que evolúen a través do tempo es resposta ó uso diarios da aplicación. Xa que é imposible anticipar correctametne as preguntas que serán realizadas, é imposible sentarse e escribir unha FAQ útil dende cero."
ch02.xml:807,"Therefore, don't waste your time trying to. You may, however, find it useful to set up a mostly blank FAQ template, so there will be an obvious place for people to contribute questions and answers after the project is under way. At this stage, the most important property is not completeness, but convenience: if the FAQ is easy to add to, people will add to it. (Proper FAQ maintenance is a non-trivial and intriguing problem, and is discussed more in <xref linkend=""faq-manager""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase>.)","Polo tanto, non malgastes o tempo facéndoo. Porén, pode ser útil crear unha plantilla FAQ inicial, de maneira que exista un lugar obvio onde as persoas contribúan con preguntas e respostas cnado o proxecto bote a andar. Nesta etapa, a propiedade máis importante non é a completitude, senón a conveniencia: si é sinxelo engadir contido á FAQ, a xente farao. O mantemento correcto da FAQ non é un problema trivial e será comentado máis a fondo en <xref linkend=""faq-manager""/><phrase output=""printed""> en <xref linkend=""managing-volunteers""/></phrase>."
ch02.xml:819,Availability of documentation,Dispoñibilidade da documentación
